id,programme,stress,sleep_hours,exam_score
4467,Business,16.52,7.02,78.4
4468,Psychology,40.00,6.97,80.9
4469,Psychology,2.93,7.45,80.9
4470,Psychology,18.05,6.88,79.0
4471,Business,8.77,4.47,78.5
4472,Business,9.41,6.50,79.1
4473,Psychology,0.32,9.40,93.1
4474,Business,0.51,7.42,94.4
4475,Business,4.58,8.71,71.0
4476,Psychology,23.76,5.79,49.9
4477,Business,18.43,6.02,82.9
4478,Psychology,16.02,8.56,65.5
4479,Psychology,7.25,6.53,72.4
4480,Psychology,29.82,7.29,71.0
4481,Psychology,7.39,7.78,78.0
4482,Business,0.39,5.77,75.0
4483,Psychology,10.67,8.68,69.6
4484,Business,6.55,6.53,73.7
4485,Psychology,12.60,6.96,60.5
4486,Psychology,40.00,6.00,65.3
4487,Business,10.43,7.76,73.9
4488,Psychology,5.98,6.64,79.7
4489,Business,11.26,6.60,79.7
4490,Psychology,4.38,8.10,79.4
4491,Business,15.74,6.25,59.8
4492,Business,1.38,5.82,74.7
4493,Psychology,14.52,6.91,61.9
4494,Business,2.06,7.72,81.2
4495,Psychology,24.79,5.06,75.6
4496,Business,0.70,6.32,80.0
4497,Business,39.84,6.65,58.8
4498,Business,12.01,7.13,72.7
4499,Business,1.92,7.03,78.3
4500,Business,3.90,5.53,77.3
4501,Business,40.00,6.98,69.1
4502,Psychology,13.43,7.13,81.3
4503,Psychology,13.10,5.99,61.5
4504,Business,31.78,3.61,72.5
4505,Psychology,17.51,5.06,46.4
4506,Psychology,2.14,8.05,85.0
4507,Psychology,2.30,7.33,88.0
4508,Business,10.34,7.88,69.9
4509,Psychology,26.63,5.60,72.2
4510,Psychology,3.34,7.40,66.8
4511,Business,12.30,7.35,94.9
4512,Psychology,1.47,6.89,74.9
4513,Psychology,5.07,7.08,61.9
4514,Business,14.18,7.22,47.8
4515,Business,35.58,5.90,62.1
4516,Psychology,10.31,8.32,72.4
4517,Business,1.31,6.80,82.2
4518,Psychology,15.14,7.30,80.3
4519,Psychology,2.70,7.16,80.4
4520,Business,3.59,7.04,68.6
4521,Business,12.26,7.24,97.2
4522,Psychology,24.49,7.12,74.5
4523,Psychology,9.05,6.02,91.8
4524,Psychology,0.37,7.68,98.2
4525,Business,8.10,7.94,63.6
4526,Business,3.70,6.07,93.8
4527,Psychology,10.05,6.73,79.0
4528,Psychology,20.34,7.28,63.7
4529,Psychology,40.00,5.86,61.4
4530,Business,4.31,7.94,77.2
4531,Business,3.11,6.48,77.4
4532,Psychology,37.48,7.44,44.3
4533,Psychology,2.46,8.49,81.4
4534,Psychology,3.96,4.71,64.7
4535,Business,14.79,7.13,78.1
4536,Psychology,8.77,8.36,89.2
4537,Psychology,10.35,7.29,88.4
4538,Psychology,23.42,6.81,80.8
4539,Business,18.35,7.43,85.3
4540,Psychology,17.10,5.68,73.7
4541,Business,9.54,6.58,77.7
4542,Psychology,9.79,8.99,74.3
4543,Psychology,19.78,7.14,75.0
4544,Psychology,6.44,7.59,83.4
4545,Psychology,3.76,7.37,76.6
4546,Psychology,1.43,8.36,86.3
4547,Business,6.64,8.29,87.5
4548,Business,3.35,8.60,91.5
4549,Psychology,3.29,8.54,90.8
4550,Business,4.16,8.99,72.9
4551,Business,40.00,6.85,76.7
4552,Business,13.64,6.78,93.3
4553,Business,12.03,7.95,69.8
4554,Business,25.26,8.19,79.9
4555,Business,0.04,7.76,81.1
4556,Psychology,10.41,5.12,78.4
4557,Psychology,6.00,5.40,86.9
4558,Psychology,4.76,5.51,74.4
4559,Psychology,1.30,7.07,78.7
4560,Psychology,19.05,5.86,58.5
4561,Business,16.81,6.02,75.8
4562,Psychology,5.90,5.35,68.0
4563,Business,15.27,6.99,59.8
4564,Business,7.14,7.78,77.1
4565,Business,4.20,7.84,67.3
4566,Business,9.85,6.41,66.4
4567,Psychology,2.30,7.31,62.7
4568,Psychology,4.10,8.04,77.7
4569,Business,2.41,7.27,82.4
4570,Business,28.52,6.54,64.9
4571,Psychology,6.10,8.19,52.2
4572,Psychology,1.62,7.47,77.5
4573,Psychology,1.91,7.22,72.4
4574,Business,6.58,7.35,80.8
4575,Psychology,18.89,6.81,70.8
4576,Psychology,2.47,8.40,73.9
4577,Psychology,8.80,5.44,71.4
4578,Psychology,20.47,6.01,57.2
4579,Business,0.70,6.79,77.8
4580,Psychology,10.64,6.34,74.0
4581,Business,12.53,6.46,74.6
4582,Business,7.78,7.63,92.9
4583,Business,5.18,7.48,78.7
4584,Business,19.37,7.40,65.6
4585,Psychology,15.67,6.65,69.5
4586,Psychology,18.08,6.54,54.6
4587,Business,0.29,8.64,70.9
4588,Psychology,5.53,8.06,80.9
4589,Business,2.45,7.25,72.7
4590,Psychology,19.41,6.93,68.3
4591,Psychology,12.80,6.40,71.2
4592,Psychology,11.97,6.07,62.0
4593,Psychology,3.04,6.60,56.3
4594,Psychology,5.84,7.30,77.7
4595,Psychology,16.13,7.34,68.1
4596,Psychology,11.90,7.55,84.2
4597,Psychology,3.71,5.56,69.6
4598,Psychology,12.77,5.97,78.3
4599,Psychology,15.94,7.44,72.5
4600,Business,30.86,5.15,50.8
4601,Psychology,29.63,7.26,82.7
4602,Psychology,7.49,9.56,79.6
4603,Psychology,1.10,7.48,64.0
4604,Psychology,6.11,7.90,76.9
4605,Business,2.86,5.23,77.4
4606,Business,14.56,5.92,67.2
4607,Psychology,6.32,5.48,56.4
4608,Psychology,17.78,5.14,80.6
4609,Business,38.41,5.67,58.9
4610,Business,1.57,5.65,79.0
4611,Business,11.37,5.21,70.5
4612,Psychology,35.64,6.33,61.1
4613,Business,7.10,6.59,87.5
4614,Business,20.45,5.80,86.2
4615,Business,16.62,7.43,66.9
4616,Business,12.63,6.23,60.3
4617,Business,0.33,7.13,100.0
4618,Business,26.24,6.69,54.0
4619,Business,4.22,4.75,69.7
4620,Business,25.61,5.34,64.8
4621,Business,16.24,6.33,62.6
4622,Business,2.44,4.90,82.8
4623,Business,6.22,5.80,78.8
4624,Psychology,6.58,6.53,79.1
4625,Psychology,23.15,8.17,81.3
4626,Business,15.89,7.61,75.6
4627,Psychology,5.08,5.93,84.3
4628,Business,7.29,5.42,68.6
4629,Business,10.03,8.20,63.9
4630,Psychology,14.04,7.61,67.7
4631,Psychology,4.34,7.75,92.1
4632,Business,35.57,4.66,60.9
4633,Psychology,32.57,7.20,62.7
4634,Psychology,10.15,7.06,79.7
4635,Psychology,21.16,7.19,53.7
4636,Business,14.67,8.04,62.1
4637,Psychology,29.36,7.21,60.7
4638,Psychology,21.95,5.67,61.1
4639,Business,11.18,7.09,67.8
4640,Psychology,12.97,7.73,77.4
4641,Psychology,8.30,6.15,86.3
4642,Business,0.27,5.61,93.6
4643,Psychology,10.66,6.15,92.1
4644,Psychology,16.13,6.40,77.6
4645,Business,20.70,5.84,80.2
4646,Business,2.30,7.48,88.5
4647,Business,40.00,4.48,58.1
4648,Psychology,0.88,9.37,100.0
4649,Psychology,10.45,5.48,65.8
4650,Psychology,2.93,7.70,73.1
4651,Psychology,11.66,8.03,66.5
4652,Psychology,28.59,7.86,69.5
4653,Psychology,1.79,7.57,74.8
4654,Business,0.11,6.95,82.2
4655,Psychology,10.40,7.02,77.2
4656,Psychology,1.88,8.26,91.5
4657,Psychology,11.04,6.13,70.5
4658,Psychology,21.93,6.25,64.2
4659,Psychology,10.75,8.10,83.9
4660,Business,6.67,6.26,76.3
4661,Business,3.58,8.05,71.9
4662,Psychology,4.81,7.89,72.2
4663,Business,4.92,6.22,70.1
4664,Business,3.93,8.77,88.1
4665,Psychology,4.17,6.28,86.0
4666,Psychology,9.19,9.39,74.2
4667,Psychology,5.69,6.77,67.1
4668,Psychology,22.62,6.88,55.3
4669,Business,22.12,4.96,59.3
4670,Psychology,13.67,4.57,62.2
4671,Business,30.13,5.78,66.1
4672,Business,1.55,9.28,83.6
4673,Psychology,19.45,5.67,59.3
4674,Psychology,6.83,8.47,100.0
4675,Psychology,3.65,7.46,94.8
4676,Business,12.47,7.78,72.5
4677,Business,0.71,5.19,78.5
4678,Psychology,1.80,6.32,75.7
4679,Business,37.41,4.76,47.4
4680,Business,6.51,5.66,70.4
4681,Psychology,15.14,5.76,69.8
4682,Psychology,26.72,7.94,70.3
4683,Business,1.18,7.90,74.5
4684,Business,2.37,6.57,79.5
4685,Psychology,19.29,3.94,65.1
4686,Psychology,5.01,5.64,68.5
4687,Business,6.94,5.20,55.3
4688,Psychology,0.28,6.69,82.6
4689,Business,28.63,3.74,44.7
4690,Psychology,14.76,5.90,51.9
4691,Business,30.71,5.09,56.9
4692,Psychology,1.64,6.98,91.8
4693,Psychology,1.59,6.59,77.4
4694,Business,35.23,5.82,54.3
4695,Business,3.57,8.34,83.9
4696,Business,8.28,7.60,83.5
4697,Business,8.33,6.07,71.1
4698,Psychology,0.20,7.89,77.4
4699,Business,40.00,6.24,67.2
4700,Psychology,32.31,6.25,76.4
4701,Psychology,5.00,6.34,72.2
4702,Business,40.00,5.04,39.0
4703,Business,3.52,7.66,93.3
4704,Psychology,12.95,9.28,98.0
4705,Business,15.23,8.27,83.3
4706,Psychology,1.90,7.34,76.9
4707,Business,11.91,5.25,78.7
4708,Psychology,0.84,7.65,59.9
4709,Psychology,22.41,5.81,74.3
4710,Business,16.11,5.91,76.7
4711,Psychology,39.92,6.95,57.2
4712,Business,3.36,7.93,72.4
4713,Business,4.69,5.87,81.3
4714,Psychology,4.17,8.81,83.1
4715,Psychology,10.92,6.79,67.0
4716,Business,10.73,6.40,83.5
4717,Psychology,0.59,6.21,80.5
4718,Psychology,8.73,5.96,71.0
4719,Psychology,9.41,8.27,99.9
4720,Psychology,9.54,7.42,82.4
4721,Business,6.67,7.31,68.5
4722,Business,11.16,6.57,88.1
4723,Business,8.79,6.18,80.9
4724,Business,2.35,6.65,75.1
4725,Psychology,40.00,5.19,61.0
4726,Business,18.52,7.17,51.9
4727,Psychology,5.17,5.64,71.4
4728,Business,4.34,6.84,68.5
4729,Psychology,28.32,6.88,64.2
4730,Business,1.76,6.63,83.4
4731,Business,11.14,4.59,57.2
4732,Psychology,10.32,6.14,95.2
4733,Psychology,1.60,7.75,74.6
4734,Business,37.64,4.68,59.5
4735,Business,19.98,9.74,64.5
4736,Business,1.62,7.00,69.3
4737,Business,0.96,6.02,80.7
4738,Business,2.48,7.35,82.4
4739,Psychology,40.00,5.70,42.5
4740,Business,3.86,8.38,73.6
4741,Business,2.54,6.82,80.5
4742,Psychology,0.28,5.85,87.0
4743,Business,16.41,7.35,95.6
4744,Business,2.45,5.93,62.2
4745,Psychology,4.55,6.07,54.6
4746,Psychology,11.83,7.86,59.6
4747,Business,11.01,5.99,89.5
4748,Business,10.22,8.16,88.9
4749,Business,22.54,6.15,78.0
4750,Business,7.34,6.53,58.7
4751,Psychology,8.34,7.32,65.9
4752,Psychology,40.00,6.15,56.1
4753,Psychology,0.31,6.52,88.3
4754,Business,12.29,6.06,62.9
4755,Psychology,10.02,5.94,72.1
4756,Psychology,4.66,6.19,84.2
4757,Business,14.47,7.77,61.1
4758,Psychology,2.50,7.51,70.0
4759,Psychology,13.20,4.77,54.9
4760,Business,2.01,7.91,94.6
4761,Business,2.00,7.41,61.9
4762,Psychology,4.87,5.51,59.9
4763,Business,6.22,6.30,65.8
4764,Business,8.45,7.32,95.7
4765,Business,3.42,7.87,75.9
4766,Psychology,14.77,5.11,64.9
4767,Business,2.82,7.78,86.3
4768,Business,15.57,7.12,74.5
4769,Psychology,9.72,7.53,68.0
4770,Business,26.07,5.35,31.1
4771,Psychology,28.65,7.22,62.2
4772,Psychology,2.80,8.03,87.1
4773,Psychology,3.01,6.23,68.8
4774,Business,11.71,7.65,83.4
4775,Psychology,10.82,5.78,74.7
4776,Psychology,8.30,7.27,74.6
4777,Psychology,5.44,7.69,70.6
4778,Psychology,3.05,8.36,67.4
4779,Business,40.00,6.95,51.7
4780,Business,1.09,6.40,72.5
4781,Psychology,1.07,7.68,73.6
4782,Psychology,6.14,6.20,66.9
4783,Psychology,1.70,6.01,77.3
4784,Psychology,0.15,6.85,88.7
4785,Business,8.74,6.49,91.4
4786,Business,1.20,6.43,64.1
4787,Psychology,11.21,6.37,62.1
4788,Business,3.88,7.25,81.3
4789,Psychology,1.14,6.17,69.2
4790,Business,11.34,4.94,74.6
4791,Business,39.58,7.68,61.6
4792,Psychology,18.25,6.26,60.5
4793,Psychology,7.99,6.81,70.0
4794,Psychology,20.51,4.63,58.5
4795,Business,21.52,7.30,59.3
4796,Business,2.78,6.18,78.3
4797,Business,8.33,6.42,93.8
4798,Business,9.78,6.50,82.7
4799,Business,0.52,5.67,87.0
4800,Psychology,6.52,5.32,64.6
4801,Psychology,12.12,8.42,79.7
4802,Business,3.81,8.07,80.4
4803,Psychology,0.47,8.35,90.3
4804,Psychology,0.89,7.55,96.4
4805,Business,4.95,7.62,97.3
4806,Psychology,4.06,7.17,64.5
4807,Psychology,4.30,6.44,88.6
4808,Business,10.04,10.54,100.0
4809,Psychology,10.27,7.66,79.0
4810,Business,25.48,4.78,59.7
4811,Business,36.53,5.03,76.4
4812,Psychology,2.09,6.92,85.9
4813,Psychology,21.26,4.83,55.3
4814,Psychology,11.11,5.68,87.2
4815,Business,6.75,6.40,65.3
4816,Psychology,12.24,8.15,73.8
4817,Business,4.27,7.54,88.7
4818,Business,0.29,6.92,81.5
4819,Business,22.94,7.00,81.5
4820,Psychology,5.43,7.83,94.1
4821,Psychology,7.46,7.86,61.9
4822,Business,0.37,7.47,92.7
4823,Business,20.46,6.48,57.4
4824,Psychology,2.30,8.02,78.6
4825,Psychology,1.16,7.02,69.2
4826,Business,23.57,7.61,97.3
4827,Psychology,0.16,9.50,76.7
4828,Business,0.49,7.64,84.2
4829,Business,0.95,5.88,87.8
4830,Psychology,0.51,5.81,75.9
4831,Business,5.89,4.97,69.7
4832,Psychology,25.09,4.39,42.3
4833,Psychology,5.30,7.25,67.8
4834,Psychology,11.92,6.30,58.5
4835,Psychology,6.25,8.67,83.9
4836,Psychology,3.90,6.05,86.1
4837,Business,8.39,6.38,59.7
4838,Business,20.31,4.39,64.5
4839,Business,4.37,5.58,70.4
4840,Psychology,8.68,5.02,73.6
4841,Psychology,1.82,5.85,68.3
4842,Business,1.05,5.08,94.5
4843,Psychology,6.57,5.55,58.7
4844,Business,20.53,5.71,69.3
4845,Business,6.17,7.12,74.4
4846,Business,27.46,7.56,63.3
4847,Psychology,40.00,8.50,57.9
4848,Business,6.47,7.16,85.6
4849,Psychology,8.28,5.91,79.9
4850,Business,3.71,6.74,76.4
4851,Psychology,4.45,6.14,65.6
4852,Business,3.59,6.15,90.1
4853,Business,15.39,7.36,71.9
4854,Business,7.88,7.23,53.2
4855,Business,7.65,6.91,75.1
4856,Business,12.85,6.73,80.2
4857,Business,3.67,8.80,90.4
4858,Psychology,1.11,6.13,76.8
4859,Psychology,19.28,6.58,68.9
4860,Business,8.68,7.82,85.9
4861,Business,33.45,7.53,39.4
4862,Business,6.25,7.41,73.4
4863,Psychology,3.87,7.88,75.4
4864,Business,13.06,6.42,73.0
4865,Psychology,0.81,7.37,65.4
4866,Business,21.14,8.22,65.7
4867,Business,3.04,8.28,76.7
4868,Psychology,15.91,6.82,80.8
4869,Psychology,20.62,7.43,82.9
4870,Business,20.27,6.98,57.8
4871,Psychology,0.04,8.51,87.5
4872,Psychology,5.40,7.57,83.6
4873,Business,23.95,6.34,75.8
4874,Psychology,24.95,5.69,70.4
4875,Psychology,6.82,9.81,88.9
4876,Business,24.30,6.10,52.9
4877,Psychology,5.41,8.69,86.2
4878,Psychology,9.70,6.43,72.2
4879,Psychology,13.21,7.33,61.8
4880,Psychology,37.20,5.35,55.4
4881,Psychology,14.72,7.73,73.3
4882,Business,1.62,8.25,72.7
4883,Business,8.06,7.15,66.7
4884,Psychology,17.39,6.52,62.8
4885,Business,7.80,7.76,70.7
4886,Business,4.08,9.22,76.2
4887,Psychology,1.41,6.77,95.2
4888,Business,6.76,5.38,62.9
4889,Business,9.13,6.26,83.5
4890,Business,1.42,6.69,77.3
4891,Business,0.58,8.67,93.0
4892,Business,17.87,3.68,66.6
4893,Business,3.84,8.22,62.1
4894,Business,1.77,9.81,94.7
4895,Business,7.95,6.18,70.2
4896,Psychology,8.76,6.74,72.0
4897,Business,3.89,8.11,96.8
4898,Business,0.54,7.35,78.5
4899,Business,13.79,6.68,80.4
4900,Psychology,4.68,6.39,92.0
4901,Psychology,0.50,7.47,85.7
4902,Business,34.32,5.88,55.9
4903,Psychology,9.60,5.88,71.8
4904,Psychology,32.69,5.79,71.0
4905,Psychology,4.89,6.97,65.2
4906,Psychology,32.32,4.91,44.9
4907,Business,15.66,6.36,79.3
4908,Psychology,14.44,7.49,71.0
4909,Business,9.65,5.69,78.8
4910,Business,6.76,7.16,75.5
4911,Psychology,4.15,8.77,83.2
4912,Business,0.00,5.88,90.4
4913,Psychology,5.89,7.62,81.3
4914,Psychology,11.47,7.22,62.4
4915,Psychology,3.89,5.04,66.1
4916,Business,13.22,7.42,93.4
4917,Business,5.20,7.92,79.7
4918,Business,10.83,8.29,89.2
4919,Business,7.55,5.70,76.5
4920,Psychology,1.14,8.28,69.7
4921,Psychology,14.85,5.93,81.0
4922,Psychology,6.21,7.12,94.2
4923,Business,5.31,7.34,76.6
4924,Business,38.34,5.45,70.8
4925,Business,15.15,5.47,64.7
4926,Psychology,15.79,7.71,67.6
4927,Psychology,11.97,7.94,86.4
4928,Psychology,6.45,8.14,57.0
4929,Business,1.52,7.80,74.9
4930,Business,21.21,5.12,64.4
4931,Business,6.57,8.19,61.4
4932,Psychology,19.65,7.05,60.7
4933,Business,0.18,5.65,70.3
4934,Business,3.63,6.15,44.6
4935,Business,1.39,6.25,88.3
4936,Business,20.66,5.80,60.8
4937,Psychology,5.20,4.91,74.6
4938,Psychology,0.39,7.65,80.1
4939,Psychology,6.05,6.93,75.0
4940,Psychology,4.19,7.58,96.1
4941,Psychology,40.00,5.11,58.4
4942,Business,12.46,7.48,81.2
4943,Psychology,21.84,7.10,70.5
4944,Business,2.37,8.73,61.8
4945,Business,5.16,7.20,80.4
4946,Psychology,5.36,8.32,73.0
4947,Business,4.78,7.79,70.7
4948,Psychology,40.00,5.66,64.4
4949,Psychology,0.81,6.64,77.1
4950,Business,17.41,4.76,49.5
4951,Business,7.90,6.27,76.3
4952,Psychology,7.10,6.59,76.0
4953,Psychology,6.39,6.91,65.7
4954,Psychology,9.19,7.32,97.5
4955,Psychology,0.38,7.20,81.9
4956,Psychology,4.59,8.12,72.5
4957,Psychology,4.60,7.41,76.7
4958,Business,2.31,8.27,82.1
4959,Business,7.11,8.34,100.0
4960,Psychology,24.49,6.84,74.0
4961,Business,7.07,6.36,74.8
4962,Business,11.77,7.84,72.8
4963,Psychology,2.06,8.42,99.3
4964,Business,14.91,6.13,63.9
4965,Business,15.08,6.78,51.8
4966,Psychology,6.11,6.86,61.9
4967,Business,13.87,6.09,72.6
4968,Psychology,2.65,4.61,66.1
4969,Business,16.98,6.11,88.6
4970,Psychology,13.26,7.07,82.9
4971,Psychology,3.97,5.79,79.6
4972,Business,6.82,6.15,76.3
4973,Psychology,2.80,6.72,70.7
4974,Business,4.95,6.52,74.2
4975,Psychology,8.05,5.99,90.6
4976,Psychology,3.00,8.36,80.2
4977,Business,7.34,6.51,81.8
4978,Psychology,7.03,6.39,90.5
4979,Psychology,6.71,7.62,71.4
4980,Business,6.60,5.86,51.8
4981,Business,8.83,5.63,78.2
4982,Business,5.48,7.62,84.1
4983,Psychology,13.12,4.86,49.6
4984,Psychology,2.34,6.02,91.5
4985,Business,32.54,7.40,57.0
4986,Business,20.40,5.46,55.4
4987,Business,40.00,6.18,53.7
4988,Psychology,8.65,8.02,81.1
4989,Business,27.27,6.29,78.8
4990,Psychology,13.69,5.27,74.3
4991,Psychology,10.21,7.86,73.5
4992,Psychology,21.57,8.32,56.0
4993,Business,6.95,7.01,74.1
4994,Business,4.21,6.95,71.9
4995,Psychology,3.95,6.38,82.1
4996,Psychology,3.84,7.73,89.2
4997,Psychology,9.08,7.52,84.2
4998,Business,11.27,5.76,80.8
4999,Business,11.61,7.92,53.5
5000,Business,20.68,7.71,62.3
